cluster5,n,pv_rate,defasagem_media,gap_fase_medio,inde_medio,ida_media,ieg_media,ips_media,ian_media,ipv_medio
0,104,0.20192307692307693,-1.5384615384615385,1.5384615384615385,7.092432692307693,6.422115384615385,7.9028846153846155,6.918269230769231,4.735576923076923,7.597096153846153
1,169,0.0,-1.4378698224852071,1.4615384615384615,5.502130177514793,3.4562130177514794,5.673372781065089,6.6751479289940825,5.103550295857988,5.937692307692308
3,339,0.14454277286135694,-1.247787610619469,1.247787610619469,7.28723598820059,6.900294985250737,8.610029498525074,6.987020648967551,4.985250737463127,7.614896755162241
2,69,0.10144927536231885,0.028985507246376812,1.9710144927536233,7.763144927536232,7.297101449275362,8.185507246376812,7.207246376811594,10.0,7.543927536231883
4,179,0.2011173184357542,0.07262569832402235,-0.07262569832402235,7.69613407821229,6.397765363128492,8.503351955307261,6.842458100558659,10.0,7.500463687150838
