cluster5,Nível de Defasagem,Fase,Fase_ideal_num,gap_fase,Indicador de Aprendizagem,Indicador de Engajamento,Indicador Psicossocial,Indicador de Adequação ao Nível,Indicador de Ponto de Virada,Índice de Desenvolvimento Educacional (INDE)
0,-0.7045765671576595,1.5206111414713612,1.7740917971031394,0.5156440653797273,0.16098064664544826,0.007158857573486461,0.012400177407305387,-0.7071552957300214,0.31430368329198566,0.055306857061429286
1,-0.5855473277006971,0.3319652849769673,0.5334849024708859,0.42346907136048695,-1.2893252066966006,-1.3544685431567969,-0.2147981678424778,-0.5530767209951707,-1.2042586144179215,-1.508133434195737
2,1.1501689049602932,-1.157797952567846,-0.6800345053790039,1.0339614230531369,0.5888428127594686,0.1797646776017581,0.282451089920728,1.4971748664313855,0.2656477407873788,0.7146899132040598
3,-0.36062481899232984,-0.6261988731859744,-0.5520601135482265,0.16733678709463318,0.39480718169876416,0.4390327029366536,0.07664879870944359,-0.6026113577312024,0.3305934623580217,0.246819678575335
4,1.2018079361003016,0.43532840705641107,-0.22678064833690617,-1.4148813680176588,0.14907365365539008,0.37388163997658885,-0.05844578800006791,1.4971748664313855,0.22587287665119507,0.648810961992028
